product,rating,price,brand,gender,sentence_vector
  (0, 379)	0.1984565451154048
  (0, 388)	0.16767272125833374
  (0, 464)	0.022643770247111072
  (0, 490)	0.0807737111367878
  (0, 538)	0.09547989251873386
  (0, 542)	0.2081215498318435
  (0, 556)	0.07702533109781927
  (0, 559)	0.05550812018452559
  :	:
  (0, 1718)	0.09784341513184375
  (0, 1741)	0.19095978503746772
  (0, 1745)	0.0992282725577024
  (0, 1773)	0.17936248088172257
  (0, 1796)	0.08982780977652584
  (0, 1800)	0.055964374094130256
  (0, 1833)	0.03419958357851994
  (0, 1837)	0.07137324835561124
  (0, 1919)	0.08982780977652584
  (0, 1960)	0.07829829220372136
  (0, 1989)	0.06964691225764241
  (0, 2029)	0.1615474222735756
  (0, 2049)	0.07942914847324033
  (0, 2144)	0.03674532872643962
  (0, 2195)	0.09385447557467541
  (0, 2202)	0.03428730213667804
  (0, 2235)	0.040493708765408164
  (0, 2263)	0.14118360415177944
  (0, 2265)	0.035471395735477196
  (0, 2279)	0.06097458705232574
  (0, 2294)	0.04449855280453942
  (0, 2307)	0.07396268160544019
  (0, 2335)	0.0992282725577024
  (0, 2336)	0.09241724302635478
  (0, 2348)	0.10406077491592175"
Reebok Women's HIIT Tr 3 Training,4.2,50.0,Reebok,Women,"  (0, 39)	0.1845826372049161
  (0, 106)	0.0766935756208414
  (0, 183)	0.14990347434165693
  (0, 202)	0.29603583094090496
  (0, 359)	0.13407870723284773
  (0, 360)	0.05106681988394545
  (0, 458)	0.12580030440321802
  (0, 464)	0.12092104704450064
  (0, 537)	0.12431335945694352
  (0, 644)	0.1283936315354682
  (0, 650)	0.2156717193678589
  (0, 653)	0.29603583094090496
  (0, 707)	0.06555294312998511
  (0, 708)	0.1074466856910242
  (0, 732)	0.06400170847515119
  (0, 750)	0.24676080153080168
  (0, 766)	0.17896887995644511
  (0, 829)	0.07085219984822481
  (0, 901)	0.16056353864003733
  (0, 913)	0.29603583094090496
  (0, 1078)	0.22384921762250654
  (0, 1231)	0.0737567552983604
  (0, 1241)	0.09598914528391593
  (0, 1314)	0.07159850766012672
  (0, 1557)	0.07328545080764665
  (0, 1595)	0.07026396761810819
  (0, 1637)	0.09131539071608775
  (0, 1697)	0.13431951216056998
  (0, 1773)	0.15963698294666132
  (0, 1820)	0.1554024416198863
  (0, 1930)	0.19506074561617487
  (0, 1945)	0.27784988369374447
  (0, 1960)	0.10453108483864541
  (0, 2202)	0.0915496056851931
  (0, 2345)	0.3327933799155112"
Reebok Women's Katura Onlux Walking,4.5,40.0,Reebok,Women,"  (0, 82)	0.23050520180530992
  (0, 93)	0.13260179105022524
  (0, 360)	0.07952528979678837
  (0, 464)	0.1412308617992902
  (0, 466)	0.11951615035352703
  (0, 537)	0.09679529642625902
  (0, 559)	0.11540274381529281
  (0, 569)	0.2163449042936744
  (0, 593)	0.10946925938012571
  (0, 674)	0.16513514855578873
  (0, 707)	0.051042113169488444
  (0, 732)	0.099668521077736
  (0, 766)	0.06967612275195446
  (0, 829)	0.1655049718723952
  (0, 849)	0.11056754789896754
  (0, 901)	0.12502111909616984
  (0, 916)	0.1409279600707519
  (0, 956)	0.19213771580863753
  (0, 1050)	0.1016762853085585
  (0, 1112)	0.1173989208699432
  (0, 1206)	0.12860617076455724
  (0, 1231)	0.05742992566311086
  (0, 1238)	0.19850503924870588
  (0, 1273)	0.19850503924870588
  (0, 1314)	0.05574942872523783
  (0, 1404)	0.10256047407407953
  (0, 1544)	0.11057803792790075
  (0, 1557)	0.057062949353525516
  (0, 1595)	0.05471030308721951
  (0, 1602)	0.1187960508050581
  (0, 1646)	0.16254703206266558
  (0, 1697)	0.05229324125825752
  (0, 1718)	0.06780628691764688
  (0, 1722)	0.2163449042936744
  (0, 1773)	0.0828664441344973
  (0, 1807)	0.23050520180530992
  (0, 1820)	0.36300745473388757
  (0, 1823)	0.2062980133202731
  (0, 1827)	0.08900232235469181
  (0, 1948)	0.2062980133202731
  (0, 1960)	0.08139203531233959
  (0, 2064)	0.07128414241813358
  (0, 2095)	0.23050520180530992
  (0, 2235)	0.1683748281603031
  (0, 2265)	0.07374590206305201
  (0, 2284)	0.13260179105022524"
Reebok Women's Lavante,4.4,67.0,Reebok,Women,"  (0, 103)	0.16968631891942726
  (0, 106)	0.09923165862989951
  (0, 294)	0.3428071401940465
  (0, 360)	0.06607392075564104
  (0, 766)	0.1157813979687976
  (0, 829)	0.09167366694800254
  (0, 849)	0.09186551116871208
  (0, 1006)	0.2494069132197121
  (0, 1050)	0.16895633666655202
  (0, 1130)	0.20365050606124535
  (0, 1169)	0.1775405595287653
  (0, 1308)	0.2661019162737945
  (0, 1359)	0.22587662799721442
  (0, 1385)	0.25883834563810276
  (0, 1557)	0.09482198187023193
  (0, 1671)	0.2221312753643064
  (0, 1697)	0.08689611789615295
  (0, 1773)	0.3442496642914247
  (0, 1800)	0.1933419431926751
  (0, 1819)	0.3830324284706266
  (0, 1837)	0.2465754822136859
  (0, 2091)	0.16543811866376837"
Reebok Women's Lavante 2,4.5,51.0,Reebok,Women,"  (0, 133)	0.873213322396201
  (0, 360)	0.19508807123522598
  (0, 829)	0.2706731894129261
  (0, 1989)	0.3552114336343101"
Reebok Women's NFX Trainer,4.5,50.0,Reebok,Women,"  (0, 106)	0.12671514475105658
  (0, 111)	0.19282848376641082
  (0, 169)	0.33052695971740625
  (0, 360)	0.08437394424744762
  (0, 369)	0.2567600053214923
  (0, 464)	0.09989446870651143
  (0, 466)	0.253606092662244
  (0, 766)	0.14784854758716365
  (0, 849)	0.3519265435879456
  (0, 869)	0.26899336602163737
  (0, 1205)	0.1672171826075251
  (0, 1264)	0.1942008519137247
  (0, 1412)	0.22152836997767872
  (0, 1557)	0.12108415120905924
  (0, 1800)	0.2468904849155517
  (0, 1833)	0.15087369259966968
  (0, 1976)	0.23113824389551962
  (0, 1981)	0.23228719345380167
  (0, 1989)	0.15362594702871615
  (0, 2064)	0.15126066873779856
  (0, 2144)	0.3242088265793199"
Reebok Women's Nano Gym,4.4,76.0,Reebok,Women,"  (0, 111)	0.08150081257091413
  (0, 324)	0.14578165739595714
  (0, 348)	0.07108538727210091
  (0, 360)	0.07132291746182186
  (0, 413)	0.2067305070486477
  (0, 427)	0.15632047686410508
  (0, 440)	0.2067305070486477
  (0, 464)	0.0422213576122026
  (0, 466)	0.10718905330368945
  (0, 537)	0.0868116665194656
  (0, 591)	0.14810283119478632
  (0, 593)	0.0981784155873744
  (0, 644)	0.0896610402355082
  (0, 701)	0.12639241290253167
  (0, 707)	0.04577754364639128
  (0, 726)	0.2067305070486477
  (0, 732)	0.04469427097049258
  (0, 766)	0.062489610095053175
  (0, 869)	0.11369263232659205
  (0, 881)	0.19403072647270808
  (0, 911)	0.11450622385661023
  (0, 920)	0.17803089515635975
  (0, 948)	0.1316247995545804
  (0, 1050)	0.09118922198734113
  (0, 1169)	0.09582230423578066
  :	:
  (0, 1564)	0.13970039730330977
  (0, 1589)	0.09968213696091938
  (0, 1595)	0.04906739027763469
  (0, 1697)	0.04689962827679582
  (0, 1718)	0.06081263227808128
  (0, 1773)	0.037159729756798134
  (0, 1775)	0.19403072647270808
  (0, 1800)	0.10435063712381652
  (0, 1816)	0.29620566238957263
  (0, 1827)	0.07982247291943231
  (0, 1833)	0.12753643343836027
  (0, 1842)	0.19403072647270808
  (0, 1844)	0.15060988988819876
  (0, 1907)	0.12297212588085922
  (0, 1989)	0.0649314835145614
  (0, 2026)	0.2067305070486477
  (0, 2060)	0.1674920756882118
  (0, 2064)	0.06393177590445726
  (0, 2079)	0.18502008875639306
  (0, 2144)	0.06851498879409816
  (0, 2260)	0.17232030818045344
  (0, 2265)	0.13227925102645957
  (0, 2307)	0.13791010931225914
  (0, 2345)	0.11619969102000449
  (0, 2346)	0.16330967046413838"
Reebok Women's Nano X3 Mesh,4.5,68.0,Reebok,Women,"  (0, 28)	0.23094517501815437
  (0, 40)	0.11547258750907718
  (0, 45)	0.16864374443268762
  (0, 183)	0.1024485374484843
  (0, 220)	0.19313290946330006
  (0, 348)	0.06956873516881652
  (0, 360)	0.06980119750035088
  (0, 448)	0.15621492178018198
  (0, 464)	0.0826410760047733
  (0, 559)	0.10129167380235012
  (0, 579)	0.15006371311739194
  (0, 693)	0.15006371311739194
  (0, 701)	0.12369575011114742
  (0, 707)	0.04480085053802102
  (0, 708)	0.07343229268751812
  (0, 732)	0.043740690175994135
  (0, 849)	0.1940954196519513
  (0, 855)	0.1193092444132036
  (0, 869)	0.11126692745864179
  (0, 901)	0.10973394561712196
  (0, 930)	0.1742324923910355
  (0, 984)	0.15621492178018198
  (0, 1116)	0.07253066155961191
  (0, 1143)	0.06838200961253584
  (0, 1156)	0.07101393707638413
  :	:
  (0, 1661)	0.07580970450582235
  (0, 1687)	0.13857814175986702
  (0, 1697)	0.09179798955347009
  (0, 1718)	0.05951515595854225
  (0, 1773)	0.14546761283018758
  (0, 1800)	0.0510621248427329
  (0, 1818)	0.12369575011114742
  (0, 1820)	0.10620669687478067
  (0, 1942)	0.1742324923910355
  (0, 1965)	0.08240356704622522
  (0, 1981)	0.28825114930362233
  (0, 1989)	0.06354612887529106
  (0, 2064)	0.06256775066504977
  (0, 2091)	0.1747706003045126
  (0, 2126)	0.16391852536198753
  (0, 2127)	0.1473965317700245
  (0, 2130)	0.2023197797478564
  (0, 2195)	0.08563320909803486
  (0, 2208)	0.13331037315680588
  (0, 2235)	0.07389325247689695
  (0, 2265)	0.06472849439339623
  (0, 2294)	0.08120132478582118
  (0, 2340)	0.09001971479597867
  (0, 2345)	0.11372049645485575
  (0, 2379)	0.2023197797478564"
Reebok Women's Nano X4,4.0,96.0,Reebok,Women,"  (0, 8)	0.11202802100578324
  (0, 19)	0.15007150745581682
  (0, 28)	0.10842550820502417
  (0, 31)	0.1466814128668666
  (0, 122)	0.17830226178125058
  (0, 180)	0.11108424671515317
  (0, 225)	0.12095506672437534
  (0, 358)	0.09458189477545315
  (0, 359)	0.08604119763704297
  (0, 360)	0.03277067949871599
  (0, 449)	0.17002204186908942
  (0, 464)	0.07759764336902215
  (0, 466)	0.09850012412816027
  (0, 481)	0.08008912977183963
  (0, 536)	0.15391487971285417
  (0, 583)	0.08415931594540212
  (0, 707)	0.042066737157166516
  (0, 732)	0.041071276429116656
  (0, 736)	0.158351727367978
  (0, 829)	0.045467384463764256
  (0, 849)	0.09112506686652334
  (0, 868)	0.1635994043334398
  (0, 869)	0.20895302368047208
  (0, 871)	0.189972576282362
  (0, 931)	0.08764063893738684
  :	:
  (0, 1289)	0.19465032711594493
  (0, 1307)	0.189972576282362
  (0, 1314)	0.045946306279667545
  (0, 1376)	0.189972576282362
  (0, 1595)	0.04508990315735482
  (0, 1602)	0.09790664873007379
  (0, 1611)	0.12369833550689466
  (0, 1773)	0.10244249428838423
  (0, 1803)	0.09406327647303644
  (0, 1833)	0.058599055301615105
  (0, 1959)	0.12229403079847019
  (0, 1965)	0.07737462914469989
  (0, 1976)	0.08977365439242527
  (0, 1981)	0.0902199042159991
  (0, 1989)	0.05966802568812079
  (0, 1991)	0.10842550820502417
  (0, 2052)	0.189972576282362
  (0, 2064)	0.11749871219556732
  (0, 2109)	0.189972576282362
  (0, 2126)	0.15391487971285417
  (0, 2254)	0.2933628257337332
  (0, 2265)	0.060778233616687154
  (0, 2284)	0.10928475222326392
  (0, 2307)	0.126730878453594
  (0, 2371)	0.13197855541905582"
Reebok Women's Nano X5,4.6,120.0,Reebok,Women,"  (0, 83)	0.11300405556367996
  (0, 151)	0.16658151860121928
  (0, 239)	0.17748468209857318
  (0, 254)	0.17748468209857318
  (0, 274)	0.16658151860121928
  (0, 308)	0.13420607600596768
  (0, 448)	0.13703927399368787
  (0, 688)	0.17748468209857318
  (0, 708)	0.06441835365605977
  (0, 736)	0.14794243749104177
  (0, 800)	0.13703927399368787
  (0, 849)	0.042567469053999794
  (0, 855)	0.1046638313984363
  (0, 883)	0.11694629773552105
  (0, 894)	0.14794243749104177
  (0, 960)	0.17748468209857318
  (0, 961)	0.31769120197679135
  (0, 989)	0.14794243749104177
  (0, 995)	0.17748468209857318
  (0, 1026)	0.07931662057656973
  (0, 1035)	0.1012981306656715
  (0, 1047)	0.1528451571161452
  (0, 1112)	0.09039496716831762
  (0, 1114)	0.06267034062410326
  (0, 1116)	0.06362739928518192
  :	:
  (0, 1263)	0.15884560098839567
  (0, 1554)	0.15884560098839567
  (0, 1568)	0.13420607600596768
  (0, 1641)	0.14794243749104177
  (0, 1644)	0.17748468209857318
  (0, 1649)	0.14794243749104177
  (0, 1697)	0.08052962994271154
  (0, 1738)	0.17748468209857318
  (0, 1773)	0.03190280388178126
  (0, 1812)	0.16658151860121928
  (0, 1820)	0.09316964389271332
  (0, 1837)	0.11425500250393156
  (0, 1852)	0.10749702938615648
  (0, 1854)	0.11180872500289082
  (0, 1907)	0.10557546140886703
  (0, 1930)	0.11694629773552105
  (0, 1991)	0.1012981306656715
  (0, 1999)	0.13164313667385746
  (0, 2065)	0.1233029125086138
  (0, 2129)	0.21702377209763796
  (0, 2132)	0.17748468209857318
  (0, 2195)	0.07512158679090492
  (0, 2245)	0.16658151860121928
  (0, 2284)	0.10210089206632605
  (0, 2371)	0.1233029125086138"
Reebok Women's RBK Premier Road Plus VI,4.3,50.0,Reebok,Women,"  (0, 28)	0.16684324143173726
  (0, 178)	0.2743683456289812
  (0, 268)	0.7105244290110303
  (0, 360)	0.05042693810710679
  (0, 464)	0.059702935967201186
  (0, 466)	0.15157023714286097
  (0, 683)	0.15644218290089873
  (0, 707)	0.06473154610893808
  (0, 1231)	0.07283256217763298
  (0, 1314)	0.07070135799612422
  (0, 1400)	0.16431169210842383
  (0, 1412)	0.1323986628984764
  (0, 1595)	0.06938354012038292
  (0, 1718)	0.08599185095473848
  (0, 1833)	0.09017118289980085
  (0, 1965)	0.11906270161694392
  (0, 1976)	0.13814210089458173
  (0, 1979)	0.22571074635148394
  (0, 1981)	0.13882878217729808
  (0, 1991)	0.16684324143173726
  (0, 2064)	0.1808049261774625
  (0, 2139)	0.24366881850745115
  (0, 2239)	0.16431169210842383
  (0, 2265)	0.09352446368919654"
Reebok Women's Rewind Run,4.6,41.0,Reebok,Women,"  (0, 103)	0.10335718187393016
  (0, 106)	0.060442731352621966
  (0, 111)	0.09197858917593521
  (0, 360)	0.04024610992891643
  (0, 369)	0.12247372683220917
  (0, 397)	0.09835853177945258
  (0, 456)	0.10713123963483316
  (0, 464)	0.14294805599210492
  (0, 466)	0.12096932026780763
  (0, 498)	0.13642404957895665
  (0, 537)	0.09797220860251672
  (0, 556)	0.16208462964165965
  (0, 581)	0.07585461952551976
  (0, 707)	0.05166272271054046
  (0, 732)	0.05044018407222557
  (0, 756)	0.19447387495688498
  (0, 766)	0.14104659802492572
  (0, 829)	0.05583910316478672
  (0, 869)	0.12830900197466547
  (0, 888)	0.23330786256168332
  (0, 911)	0.12922718915263318
  (0, 969)	0.13213415944644677
  (0, 1022)	0.23330786256168332
  (0, 1154)	0.1375831114119672
  (0, 1169)	0.10814125745710329
  :	:
  (0, 1314)	0.05642727345435778
  (0, 1354)	0.11680589974728828
  (0, 1404)	0.103807483744973
  (0, 1455)	0.16997235672719252
  (0, 1493)	0.08238166271104759
  (0, 1513)	0.14402785370154023
  (0, 1557)	0.05775676488368924
  (0, 1566)	0.2189753931865774
  (0, 1567)	0.200918617246458
  (0, 1595)	0.05537551332209028
  (0, 1773)	0.08387399853750867
  (0, 1800)	0.1766489942767259
  (0, 1832)	0.2189753931865774
  (0, 1833)	0.07196628380842272
  (0, 1902)	0.19447387495688498
  (0, 1973)	0.200918617246458
  (0, 1976)	0.11025222603454603
  (0, 2120)	0.12654122268370044
  (0, 2141)	0.2189753931865774
  (0, 2144)	0.1546466055464869
  (0, 2195)	0.09874912380716885
  (0, 2202)	0.07215087022706076
  (0, 2209)	0.2189753931865774
  (0, 2311)	0.09467309076958506
  (0, 2314)	0.13315881724359763"
Reebok Women's Spark Run,4.0,40.0,Reebok,Women,"  (0, 1156)	1.0"
Reebok Women's Walk Ultra 7 DMX Max,4.2,52.0,Reebok,Women,"  (0, 39)	0.17968805634768828
  (0, 58)	0.2881858438938118
  (0, 73)	0.21375190234227545
  (0, 103)	0.12766855070282826
  (0, 106)	0.07465989080199578
  (0, 111)	0.11361351928215044
  (0, 360)	0.09942536034542304
  (0, 464)	0.11771458163116437
  (0, 537)	0.12101694003901013
  (0, 659)	0.19474473053791347
  (0, 660)	0.19474473053791347
  (0, 707)	0.06381467464797848
  (0, 732)	0.0623045741082574
  (0, 766)	0.17422315919343614
  (0, 958)	0.1512816324937563
  (0, 1050)	0.1271193268357726
  (0, 1154)	0.1699450015633799
  (0, 1169)	0.1335779223118713
  (0, 1231)	0.07180094619279531
  (0, 1241)	0.09344379952375792
  (0, 1400)	0.16198434616580326
  (0, 1427)	0.09740385824808208
  (0, 1493)	0.10175923232540769
  (0, 1595)	0.1368015536429718
  (0, 1637)	0.08889397898344978
  (0, 1718)	0.08477384398974487
  (0, 1773)	0.2590064773630349
  (0, 1792)	0.27048213371192675
  (0, 1827)	0.11127388525470178
  (0, 1900)	0.24021744125718061
  (0, 1915)	0.1855184003845355
  (0, 1952)	0.22251373107529557
  (0, 1989)	0.09051559268665477
  (0, 2037)	0.20020969401812608
  (0, 2064)	0.08912198327032836
  (0, 2089)	0.21791340420001107
  (0, 2202)	0.08912198327032836
  (0, 2235)	0.2105082295923038
  (0, 2265)	0.09219976318669554
  (0, 2294)	0.1156637889674517"
Reebok Women's Work N Cushion Non Slip Work,3.8,61.0,Reebok,Women,"  (0, 99)	0.1402174735349549
  (0, 111)	0.23510538435693684
  (0, 305)	0.2668637140456578
  (0, 360)	0.10287260577144226
  (0, 464)	0.1826939179444043
  (0, 481)	0.12570654010880605
  (0, 537)	0.12521280205621552
  (0, 581)	0.09694554808121846
  (0, 683)	0.1595735891539279
  (0, 707)	0.06602723736365662
  (0, 732)	0.06446477908381475
  (0, 756)	0.24854618628507807
  (0, 829)	0.07136483571515027
  (0, 1138)	0.1369184475248093
  (0, 1194)	0.2668637140456578
  (0, 1231)	0.14858081290419972
  (0, 1242)	0.15751975447725652
  (0, 1264)	0.11838931946104432
  (0, 1278)	0.16284078946206118
  (0, 1314)	0.07211654327685482
  (0, 1557)	0.07381569193901982
  (0, 1595)	0.07077234745713493
  (0, 1618)	0.1715314940713096
  (0, 1637)	0.18395216720660892
  (0, 1646)	0.21026816489986416
  (0, 1652)	0.2981777345820125
  (0, 1718)	0.08771309655995864
  (0, 1723)	0.21361610979095436
  (0, 1773)	0.10719466802211709
  (0, 1800)	0.07525506763364948
  (0, 1816)	0.21361610979095436
  (0, 1820)	0.15652682259257025
  (0, 1976)	0.14090720574371252
  (0, 1989)	0.1873078427932764
  (0, 2064)	0.09221199318448949
  (0, 2083)	0.14928308969120924
  (0, 2144)	0.09882259002406775
  (0, 2195)	0.1262057339409018
  (0, 2265)	0.09539648493677187
  (0, 2340)	0.13267054095766523"
Reebok Women's Zig Dynamica,4.2,70.0,Reebok,Women,"  (0, 88)	0.2618789859595825
  (0, 99)	0.12314806078536657
  (0, 111)	0.1032423828280481
  (0, 246)	0.17469970976161178
  (0, 259)	0.11084204416892096
  (0, 348)	0.09004848583369142
  (0, 358)	0.1303820329157229
  (0, 360)	0.09034938078193565
  (0, 385)	0.14301732111876797
  (0, 456)	0.1202506426149512
  (0, 464)	0.10696908235917608
  (0, 468)	0.2618789859595825
  (0, 537)	0.10996998712062027
  (0, 683)	0.14014785433976723
  (0, 707)	0.057989393442625395
  (0, 732)	0.05661714145170217
  (0, 798)	0.24579134748465895
  (0, 849)	0.06280838153985678
  (0, 900)	0.1819336818919681
  (0, 916)	0.16010949422240267
  (0, 1140)	0.22552331999095346
  (0, 1257)	0.31433822464896854
  (0, 1278)	0.14301732111876797
  (0, 1297)	0.1506500604094284
  (0, 1471)	0.19802132036689157
  (0, 1493)	0.09247020677123396
  (0, 1557)	0.12965943671141944
  (0, 1595)	0.06215685625231045
  (0, 1602)	0.13496523756157158
  (0, 1637)	0.16155869948057597
  (0, 1697)	0.059410811061951535
  (0, 1773)	0.18829059118889385
  (0, 1827)	0.10111632077605309
  (0, 1833)	0.08077934974028798
  (0, 1959)	0.1685834734736226
  (0, 1965)	0.10666165515013896
  (0, 1981)	0.12436898783927332
  (0, 1989)	0.08225293548785845
  (0, 2049)	0.1876114938464645
  (0, 2229)	0.24579134748465895
  (0, 2248)	0.16497398636874394
  (0, 2265)	0.08378336757561997"
Reebok Women's Zig Dynamica 5,4.5,27.0,Reebok,Women,"  (0, 106)	0.11329949887457304
  (0, 360)	0.15088213204645015
  (0, 464)	0.08931839415899884
  (0, 465)	0.4104679215960942
  (0, 707)	0.09684143093156797
  (0, 732)	0.09454979036576035
  (0, 869)	0.2405143728534627
  (0, 911)	0.24223550862626375
  (0, 1130)	0.23252156217955242
  (0, 1231)	0.10896093116367682
  (0, 1293)	0.3306926815549741
  (0, 1314)	0.10577254968739765
  (0, 1427)	0.1478144182828438
  (0, 1557)	0.1082646725503192
  (0, 1595)	0.10380103229803676
  (0, 1697)	0.19843035474191828
  (0, 1718)	0.12864784476020924
  (0, 1773)	0.15722125374293125
  (0, 1800)	0.11037578922703753
  (0, 1837)	0.28153191184440346
  (0, 2037)	0.30382656280926296
  (0, 2064)	0.1352463275095811
  (0, 2120)	0.23720068230200989
  (0, 2144)	0.14494201799759224
  (0, 2314)	0.24960531939587816"
Reebok Women's Zig Dynamica STR,5.0,45.0,Reebok,Women,"  (0, 360)	1.0"
Reebok Women's Zignition,4.5,66.0,Reebok,Women,"  (0, 141)	0.6312098234035872
  (0, 359)	0.3854357011177761
  (0, 849)	0.20410486488847615
  (0, 1143)	0.2876338011025041
  (0, 1156)	0.29870442194184804
  (0, 1278)	0.4647553445575458
  (0, 1773)	0.15296933598739929"
Reebok Women's Ztaur,4.3,58.0,Reebok,Women,"  (0, 106)	0.07979107722506412
  (0, 348)	0.1059047369239152
  (0, 360)	0.10625861517117849
  (0, 385)	0.16820062690026158
  (0, 443)	0.3079921317630259
  (0, 464)	0.18870721292021908
  (0, 481)	0.12984411904174775
  (0, 537)	0.1293341298047477
  (0, 581)	0.10013647082108659
  (0, 707)	0.06820049665533504
  (0, 732)	0.06658661070548745
  (0, 800)	0.23780653988568987
  (0, 829)	0.07371377985562436
  (0, 1026)	0.1376394557928624
  (0, 1112)	0.15686389557469702
  (0, 1138)	0.14142506176715014
  (0, 1143)	0.10409818032153027
  (0, 1184)	0.34886335162294146
  (0, 1231)	0.07673564454702975
  (0, 1241)	0.09986595672604798
  (0, 1257)	0.18484434623399426
  (0, 1314)	0.07449022956175792
  (0, 1356)	0.19609782410177365
  (0, 1412)	0.13949388063406015
  (0, 1503)	0.17861329732278514
  (0, 1557)	0.15249061000299774
  (0, 1595)	0.07310179009090731
  (0, 1637)	0.09500343846902683
  (0, 1697)	0.06987220559791261
  (0, 1773)	0.11072293631864402
  (0, 1960)	0.10875288829946693
  (0, 2029)	0.2243822729092676
  (0, 2064)	0.0952471129167999
  (0, 2196)	0.3079921317630259
  (0, 2202)	0.0952471129167999
  (0, 2284)	0.17717738246813572
  (0, 2343)	0.3079921317630259"
Reebok Womens Club C 85 V1,4.2,38.0,Reebok,Women,"  (0, 68)	0.1847360681553238
  (0, 197)	0.1847360681553238
  (0, 255)	0.1847360681553238
  (0, 279)	0.11087107176583008
  (0, 333)	0.1653354611980993
  (0, 348)	0.12704496433955148
  (0, 360)	0.06373474108571266
  (0, 397)	0.07788150913972111
  (0, 493)	0.1847360681553238
  (0, 572)	0.14263820607568667
  (0, 586)	0.1847360681553238
  (0, 701)	0.11294529161476582
  (0, 707)	0.0409071865772235
  (0, 732)	0.03993916527382425
  (0, 766)	0.055841225537181155
  (0, 818)	0.1733874405941175
  (0, 829)	0.0442140965791709
  (0, 853)	0.307973667273786
  (0, 1067)	0.1283406262422707
  (0, 1116)	0.06622698608077719
  (0, 1143)	0.12487779103084234
  (0, 1154)	0.21788003857009236
  (0, 1156)	0.06484208086856508
  (0, 1182)	0.11637682755643254
  (0, 1205)	0.06315660559447739
  (0, 1227)	0.3694721363106476
  (0, 1231)	0.04602663444626537
  (0, 1294)	0.1496722856802791
  (0, 1400)	0.10383699216123767
  (0, 1407)	0.1733874405941175
  (0, 1427)	0.06243889551542117
  (0, 1429)	0.09952244420462376
  (0, 1485)	0.1847360681553238
  (0, 1532)	0.15908986076070153
  (0, 1594)	0.1847360681553238
  (0, 1595)	0.04384702037421085
  (0, 1613)	0.1459348542408748
  (0, 1773)	0.09961871327539287
  (0, 1800)	0.04662429045177281
  (0, 1893)	0.1847360681553238
  (0, 1959)	0.11892305116184827
  (0, 1991)	0.21087361623993162
  (0, 2037)	0.1283406262422707
  (0, 2069)	0.1248374150771903
  (0, 2083)	0.09248836460003135
  (0, 2248)	0.11637682755643254"
Reebok Womens DMX Comfort + Slip-on,4.4,75.0,Reebok,Women,"  (0, 106)	0.06468599913804257
  (0, 225)	0.1589749646447283
  (0, 292)	0.23434814704655182
  (0, 348)	0.08585613779911588
  (0, 359)	0.11308659258986181
  (0, 360)	0.08614302411264288
  (0, 397)	0.10526360671536404
  (0, 456)	0.11465218595512124
  (0, 464)	0.10198896950067589
  (0, 551)	0.23434814704655182
  (0, 644)	0.10829160423935824
  (0, 659)	0.16872858152341494
  (0, 670)	0.27861638725278376
  (0, 684)	0.24968680036179292
  (0, 707)	0.05528960657364444
  (0, 732)	0.1079624838389159
  (0, 766)	0.15094850801887863
  (0, 829)	0.119518363857982
  (0, 849)	0.11976847829256461
  (0, 974)	0.21502372925867624
  (0, 1114)	0.08816511173243287
  (0, 1116)	0.08951150913426924
  (0, 1205)	0.08536162391059485
  (0, 1231)	0.06220898388206111
  (0, 1241)	0.08096054615830818
  (0, 1264)	0.09913634367997345
  (0, 1314)	0.06038864360275709
  (0, 1513)	0.1541390571190295
  (0, 1518)	0.22346519932526285
  (0, 1544)	0.11977984125417901
  (0, 1589)	0.24078994616059288
  (0, 1595)	0.05926304663705458
  (0, 1611)	0.1625805271856161
  (0, 1697)	0.05664484787354086
  (0, 1773)	0.17952442835348859
  (0, 1795)	0.19724359828873278
  (0, 1833)	0.1540370816547429
  (0, 1960)	0.08816511173243287
  (0, 1976)	0.11799227530985075
  (0, 1989)	0.07842352148674514
  (0, 2069)	0.16872858152341494
  (0, 2148)	0.14852436190104248
  (0, 2202)	0.077216085786868
  (0, 2235)	0.09119310925642707
  (0, 2309)	0.24968680036179292
  (0, 2311)	0.10131943628076215
  (0, 2345)	0.14034469062172056"
Reebok Womens Energen Plus,4.6,56.0,Reebok,Women,"  (0, 106)	0.05956383634110362
  (0, 259)	0.09731321728270033
  (0, 264)	0.2157912819392851
  (0, 311)	0.22991534352813411
  (0, 348)	0.15811523386482637
  (0, 360)	0.03966089307226607
  (0, 464)	0.046956484934027834
  (0, 466)	0.11921031087576218
  (0, 536)	0.1862763201709438
  (0, 559)	0.11510743046394491
  (0, 687)	0.14800701581621406
  (0, 707)	0.05091149740593185
  (0, 708)	0.16689629477009252
  (0, 732)	0.09941347129286723
  (0, 766)	0.06949782292442401
  (0, 829)	0.05502714930166831
  (0, 833)	0.22991534352813411
  (0, 849)	0.05514230385942844
  (0, 872)	0.22991534352813411
  (0, 969)	0.13021280263496948
  (0, 1050)	0.10141609769451759
  (0, 1088)	0.22991534352813411
  (0, 1116)	0.08242353757790549
  (0, 1138)	0.10557344914479855
  (0, 1143)	0.15541805404102535
  :	:
  (0, 1241)	0.07454968286365653
  (0, 1246)	0.22991534352813411
  (0, 1289)	0.11778830845618547
  (0, 1292)	0.10013371158208109
  (0, 1334)	0.11849205404787277
