product,rating,price,brand,gender,sentence_vector
  (0, 1989)	0.06328290936361543
  (0, 2029)	0.14678598878649632
  (0, 2064)	0.06230858377214561
  (0, 2091)	0.08702333449926043
  (0, 2127)	0.14678598878649632
  (0, 2144)	0.06677543144280225
  (0, 2145)	0.13615348213357595
  (0, 2186)	0.20148173477847575
  (0, 2195)	0.0852785009217707
  (0, 2202)	0.06230858377214561
  (0, 2207)	0.16323954530507415
  (0, 2254)	0.1555678514368709
  (0, 2279)	0.11080603980380466
  (0, 2294)	0.1617299485452908"
PUMA Mens Voyage Nitro 2 - Blue,4.3,40.0,Puma,Men,"  (0, 359)	0.26102835973955574
  (0, 464)	0.11770632048681808
  (0, 707)	0.12762039233869008
  (0, 829)	0.27587428148755894
  (0, 1231)	0.1435918144840685
  (0, 1402)	0.5409263028502429
  (0, 1557)	0.1426742650782911
  (0, 1595)	0.136791952985468
  (0, 1637)	0.17777548090616974
  (0, 1697)	0.13074858291780014
  (0, 1744)	0.5409263028502429
  (0, 1773)	0.20719064034516496
  (0, 1965)	0.2347360692989949
  (0, 2265)	0.18438658531644087"
PUMA Mens X Cell Lightspeed - Grey,4.8,45.0,Puma,Men,"  (0, 360)	0.16164712864984757
  (0, 739)	0.8069827774050932
  (0, 1116)	0.33593616155729145
  (0, 1427)	0.31672108505350866
  (0, 1960)	0.33088314011370085"
PUMA Mens X Cell Uprise - Grey,5.0,35.0,Puma,Men,"  (0, 360)	0.26191541314530403
  (0, 829)	0.3633921837638366
  (0, 1427)	0.5131803734250675
  (0, 1589)	0.7321149783111823"
PUMA Rift Slip On All Over Print,4.2,41.0,Puma,Unisex,"  (0, 17)	0.18157863883565545
  (0, 103)	0.09928561853938643
  (0, 138)	0.22411713462537416
  (0, 324)	0.15804231220132162
  (0, 348)	0.0770638718813248
  (0, 358)	0.11158149065161296
  (0, 360)	0.03866068952006215
  (0, 464)	0.045772294680307433
  (0, 530)	0.1730450710194206
  (0, 559)	0.22440909852988616
  (0, 591)	0.16055870336287706
  (0, 593)	0.10643550145370503
  (0, 694)	0.18157863883565545
  (0, 707)	0.04962756614244142
  (0, 732)	0.04845318713275202
  (0, 829)	0.05363942588104592
  (0, 849)	0.1612550291073274
  (0, 931)	0.1033926541386162
  (0, 1076)	0.13104987868783102
  (0, 1130)	0.11915849544565076
  (0, 1138)	0.10291100433649222
  (0, 1156)	0.07866477571229395
  (0, 1169)	0.20776246878232082
  (0, 1231)	0.11167670213564916
  (0, 1278)	0.12239482329400109
  :	:
  (0, 1557)	0.055481544894534274
  (0, 1595)	0.053194098295229635
  (0, 1637)	0.06913130633356135
  (0, 1646)	0.15804231220132162
  (0, 1697)	0.10168804260628267
  (0, 1703)	0.22411713462537416
  (0, 1718)	0.13185429755641156
  (0, 1745)	0.20058080799104033
  (0, 1800)	0.05656341224717887
  (0, 1803)	0.11096965893265397
  (0, 1827)	0.08653577144859868
  (0, 1833)	0.06913130633356135
  (0, 1848)	0.1155038164116029
  (0, 1858)	0.13702237672854323
  (0, 1878)	0.21034926613956428
  (0, 1922)	0.22411713462537416
  (0, 1982)	0.21034926613956428
  (0, 2064)	0.06930862131464126
  (0, 2069)	0.1514496007223378
  (0, 2080)	0.12073811708117792
  (0, 2235)	0.08185430032550706
  (0, 2265)	0.14340431479454754
  (0, 2290)	0.17704448135670653
  (0, 2327)	0.20058080799104033
  (0, 2362)	0.12073811708117792"
PUMA Unisex-Child Attacanto Indoor Training Soccer,4.7,32.0,Puma,Unisex,"  (0, 7)	0.09042273078469072
  (0, 25)	0.08185646742643726
  (0, 65)	0.10103301273655113
  (0, 85)	0.10103301273655113
  (0, 101)	0.07800949665685708
  (0, 106)	0.02617447684587511
  (0, 131)	0.20206602547310226
  (0, 149)	0.058120850805711756
  (0, 165)	0.08185646742643726
  (0, 190)	0.06578641902598972
  (0, 204)	0.09042273078469072
  (0, 233)	0.06739921470499667
  (0, 246)	0.13479842940999334
  (0, 279)	0.06063590352271644
  (0, 306)	0.15601899331371416
  (0, 348)	0.06948148040825715
  (0, 352)	0.08700698292971054
  (0, 358)	0.05030143806278797
  (0, 359)	0.09151848742431964
  (0, 360)	0.034856825590006066
  (0, 383)	0.0736058317689135
  (0, 430)	0.17401396585942108
  (0, 456)	0.046392743817825474
  (0, 464)	0.04126871280187332
  (0, 498)	0.05907787499034025
  :	:
  (0, 1843)	0.18965279134526863
  (0, 1853)	0.05479815734765873
  (0, 1885)	0.07493774982148899
  (0, 1896)	0.10103301273655113
  (0, 1915)	0.06503956841066003
  (0, 1961)	0.10103301273655113
  (0, 1965)	0.08230021453457743
  (0, 1976)	0.04774427417437069
  (0, 1989)	0.031733213905319226
  (0, 1999)	0.07493774982148899
  (0, 2033)	0.07981244883283031
  (0, 2038)	0.09042273078469072
  (0, 2064)	0.062489276705594135
  (0, 2065)	0.0701900839139333
  (0, 2104)	0.09042273078469072
  (0, 2126)	0.08185646742643726
  (0, 2129)	0.18531091194363386
  (0, 2144)	0.03348453904701076
  (0, 2151)	0.08421611372077391
  (0, 2193)	0.06827416147499299
  (0, 2202)	0.031244638352797068
  (0, 2215)	0.06503956841066003
  (0, 2265)	0.03232365518890928
  (0, 2271)	0.10103301273655113
  (0, 2340)	0.04495340496543406"
PUMA Unisex-Child Pacer Future Allure,4.4,26.0,Puma,Unisex,"  (0, 99)	0.16155809589271014
  (0, 106)	0.08900543062777119
  (0, 258)	0.34355937118395424
  (0, 348)	0.11813472186678221
  (0, 360)	0.0592647331639892
  (0, 369)	0.18034967238150665
  (0, 385)	0.1876246035241671
  (0, 464)	0.07016643686927033
  (0, 466)	0.3562686927687269
  (0, 515)	0.14962844348509327
  (0, 581)	0.11170033062514395
  (0, 644)	0.14900505514535242
  (0, 683)	0.18386014644635146
  (0, 707)	0.0760763582212821
  (0, 732)	0.0742760991077835
  (0, 849)	0.08239839476942766
  (0, 1004)	0.27139955536274674
  (0, 1231)	0.1711943070562418
  (0, 1486)	0.25029416220557094
  (0, 1557)	0.17010037816289703
  (0, 1595)	0.08154365792492799
  (0, 1637)	0.21194906112631193
  (0, 1697)	0.15588223556908817
  (0, 1773)	0.06175466587331988
  (0, 1800)	0.08670863285907543
  (0, 1803)	0.17011044830252822
  (0, 1827)	0.13265462845353077
  (0, 1954)	0.34355937118395424
  (0, 2029)	0.25029416220557094
  (0, 2144)	0.11386305196473426"
PUMA Unisex-Child Pacer Future Hook and LoopSneaker,4.2,25.0,Puma,Unisex,"  (0, 583)	0.3010501074199016
  (0, 593)	0.3227297126946721
  (0, 829)	0.16264344384403245
  (0, 1339)	0.4868400439628561
  (0, 1557)	0.16822904763085797
  (0, 1773)	0.12215056472927378
  (0, 1800)	0.34301889001767627
  (0, 1833)	0.20961733938879265
  (0, 2144)	0.45044162744955774
  (0, 2362)	0.3660975642967465"
PUMA Unisex-Child Pacer Next Exel Mesh Slip on,4.4,48.0,Puma,Unisex,"  (0, 188)	0.19533281725404675
  (0, 227)	0.19254040857584345
  (0, 306)	0.2703200811973497
  (0, 348)	0.12038431364510774
  (0, 360)	0.12078657506558917
  (0, 385)	0.1911974630427727
  (0, 464)	0.14300517595420098
  (0, 466)	0.18152648677062136
  (0, 537)	0.14701703530615057
  (0, 581)	0.11382739489075361
  (0, 593)	0.16626681838292393
  (0, 707)	0.0775250495736225
  (0, 859)	0.29182737582916773
  (0, 1058)	0.24688371887855462
  (0, 1076)	0.20471784396460252
  (0, 1079)	0.21404770320766148
  (0, 1264)	0.1390053291137214
  (0, 1359)	0.2064571314304701
  (0, 1493)	0.12362187183619693
  (0, 1557)	0.08666976546914607
  (0, 1595)	0.083096460856562
  (0, 1637)	0.10799256073159044
  (0, 1697)	0.07942531899982552
  (0, 1718)	0.1029872281588088
  (0, 1773)	0.06293063502469708
  (0, 1800)	0.17671958064313265
  (0, 1803)	0.17334979283952368
  (0, 1821)	0.3014983521013191
  (0, 1827)	0.13518071694648384
  (0, 1833)	0.10799256073159044
  (0, 1965)	0.1425941816635905
  (0, 2064)	0.10826955099661595
  (0, 2144)	0.11603130005900554
  (0, 2195)	0.1481828737791366
  (0, 2279)	0.19254040857584345
  (0, 2294)	0.14051377716863056"
PUMA Unisex-Child Rebound Future Next Gen,4.6,30.0,Puma,Unisex,"  (0, 867)	0.7071067811865476
  (0, 1252)	0.7071067811865476"
PUMA Unisex-Child Roma,4.7,45.0,Puma,Unisex,"  (0, 84)	0.2280635421477416
  (0, 106)	0.0824729977849876
  (0, 190)	0.2072860222789036
  (0, 259)	0.134741367353261
  (0, 348)	0.10946438420813952
  (0, 360)	0.05491507846754358
  (0, 397)	0.13420841169894507
  (0, 464)	0.06501666641781534
  (0, 495)	0.2849124251701542
  (0, 581)	0.10350223638326513
  (0, 766)	0.09622774737483074
  (0, 829)	0.07619143160090461
  (0, 849)	0.07635087636085416
  (0, 1032)	0.3183442971829765
  (0, 1058)	0.22448916673417998
  (0, 1114)	0.11240826703634882
  (0, 1156)	0.11173836743472013
  (0, 1205)	0.10883389162278721
  (0, 1231)	0.07931486655965113
  (0, 1241)	0.10322262982653199
  (0, 1285)	0.3183442971829765
  (0, 1314)	0.07699397916788984
  (0, 1329)	0.2849124251701542
  (0, 1354)	0.15937950677527912
  (0, 1427)	0.10759710601302645
  (0, 1557)	0.07880804582657101
  (0, 1661)	0.11928436819490379
  (0, 1759)	0.2579210387470023
  (0, 1800)	0.16068954074572075
  (0, 1833)	0.0981966736496326
  (0, 1960)	0.22481653407269764
  (0, 2064)	0.09844853843063764
  (0, 2144)	0.21101245544784594
  (0, 2202)	0.19689707686127528
  (0, 2294)	0.1277679261092747
  (0, 2311)	0.12917969507013707"
PUMA Unisex-Child Softride Enzo Alternative Closure,4.5,35.0,Puma,Unisex,"  (0, 360)	0.1034886828091623
  (0, 464)	0.1225253492480966
  (0, 593)	0.2849113656873781
  (0, 707)	0.13284531431961863
  (0, 732)	0.12970168345477293
  (0, 829)	0.14358444197402428
  (0, 1156)	0.21057343060885986
  (0, 1169)	0.27807398805322087
  (0, 1231)	0.14947062439861672
  (0, 1557)	0.1485155094911904
  (0, 1596)	0.3020532215778329
  (0, 1773)	0.10783662875635935
  (0, 1800)	0.3028230019340209
  (0, 1816)	0.42979080122067237
  (0, 1858)	0.3667876972462998
  (0, 2144)	0.39765765032150807"
PUMA Unisex-Child Softride One4all Jurassic World Slip on,4.6,64.0,Puma,Unisex,"  (0, 481)	0.17744414973037068
  (0, 648)	0.42090009426428315
  (0, 906)	0.27095262957601063
  (0, 1026)	0.1880972075035819
  (0, 1747)	0.42090009426428315
  (0, 1858)	0.25733298517207776
  (0, 1946)	0.3508414650177177
  (0, 2075)	0.3950435387038073
  (0, 2257)	0.3766980205781935
  (0, 2265)	0.13465924797723222"
PUMA Unisex-Child Softride One4all Slip on,4.1,41.0,Puma,Unisex,"  (0, 25)	0.31377440654785826
  (0, 106)	0.10033270671490764
  (0, 223)	0.33351750072557207
  (0, 464)	0.0790961684245589
  (0, 558)	0.2731027891739181
  (0, 593)	0.18392436752699182
  (0, 732)	0.08372884682593071
  (0, 829)	0.09269085356800284
  (0, 849)	0.185769652882296
  (0, 883)	0.2551839893116222
  (0, 1058)	0.2731027891739181
  (0, 1314)	0.09366719457446195
  (0, 1412)	0.1754055603824472
  (0, 1427)	0.1308974957976233
  (0, 1515)	0.16658749052375166
  (0, 1544)	0.18578727766525155
  (0, 1557)	0.1917482027100912
  (0, 1773)	0.20884162019025138
  (0, 1820)	0.20330187335262948
  (0, 1959)	0.24931141816648406
  (0, 2351)	0.20203995932564628
  (0, 2363)	0.36349108338925845"
PUMA Unisex-Child St Runner Hook and Loop,4.5,41.0,Puma,Unisex,"  (0, 45)	0.2539228332623925
  (0, 73)	0.22594732661342248
  (0, 99)	0.14325071201073528
  (0, 348)	0.20949594543185412
  (0, 358)	0.15166555550669147
  (0, 360)	0.05254899283107213
  (0, 397)	0.1284258724751834
  (0, 464)	0.12443068216716738
  (0, 479)	0.2007222252394546
  (0, 515)	0.13267289978790126
  (0, 593)	0.14467094281802456
  (0, 701)	0.18624571837158238
  (0, 707)	0.06745556403202298
  (0, 766)	0.09208165312809015
  (0, 849)	0.14612240450148514
  (0, 931)	0.14053499584626467
  (0, 1026)	0.13613606320918095
  (0, 1050)	0.1343720067269786
  (0, 1116)	0.10920767410357983
  (0, 1156)	0.10692397849805825
  (0, 1205)	0.10414464570133844
  (0, 1231)	0.07589748518166846
  (0, 1264)	0.12095036288778369
  (0, 1314)	0.0736765961596584
  (0, 1427)	0.10296114856440357
  (0, 1450)	0.24064519534155213
  (0, 1493)	0.10756501462776769
  (0, 1515)	0.13103412908147166
  (0, 1557)	0.07541250146112244
  (0, 1589)	0.14688675356975503
  (0, 1595)	0.1446066443548974
  (0, 1637)	0.09396574572317991
  (0, 1661)	0.11414485026799516
  (0, 1697)	0.06910901342241134
  (0, 1718)	0.08961054009968396
  (0, 1773)	0.2190270888612843
  (0, 1800)	0.23064904285803345
  (0, 1820)	0.15991287119842448
  (0, 1827)	0.11762251759953601
  (0, 1833)	0.09396574572317991
  (0, 1933)	0.2468081844608382
  (0, 1960)	0.10756501462776769
  (0, 2064)	0.09420675859142622
  (0, 2144)	0.20192071682369364
  (0, 2202)	0.09420675859142622
  (0, 2265)	0.09746013849769762
  (0, 2279)	0.16753193878458025"
PUMA Women's Amplifier,4.4,35.0,Puma,Women,"  (0, 8)	0.1693292065596153
  (0, 106)	0.07438936099932705
  (0, 111)	0.11320184116928775
  (0, 188)	0.16020541761630133
  (0, 259)	0.12153461722970378
  (0, 348)	0.0987351716577299
  (0, 360)	0.09906509296724204
  (0, 464)	0.11728804333599907
  (0, 537)	0.12057843566193902
  (0, 559)	0.14375783570170023
  (0, 685)	0.23934701436152334
  (0, 707)	0.0635834424407727
  (0, 708)	0.10421851146393502
  (0, 732)	0.06207881374405371
  (0, 829)	0.06872348602134762
  (0, 849)	0.06886730271439741
  (0, 906)	0.18484617523515037
  (0, 927)	0.24727882435749698
  (0, 958)	0.15073346412990912
  (0, 1079)	0.17555473864688298
  (0, 1156)	0.1007862691525673
  (0, 1205)	0.09816647715408824
  (0, 1206)	0.16020541761630133
  (0, 1241)	0.18621041261249088
  (0, 1288)	0.22683154675549466
  (0, 1298)	0.2871416036914349
  (0, 1314)	0.06944737144182478
  (0, 1400)	0.16139739656364166
  (0, 1493)	0.10139050817184948
  (0, 1549)	0.1892002570616402
  (0, 1550)	0.17726101655558898
  (0, 1557)	0.07108363134717334
  (0, 1595)	0.06815292689219817
  (0, 1620)	0.2569865752234648
  (0, 1718)	0.08446666631991893
  (0, 1773)	0.0516135936946958
  (0, 1800)	0.07246973298165588
  (0, 1803)	0.14217567916115162
  (0, 1833)	0.08857187202167281
  (0, 1960)	0.10139050817184948
  (0, 1965)	0.11695095961964877
  (0, 1989)	0.18037521962878666
  (0, 2064)	0.08879905013596964
  (0, 2069)	0.194039073819731
  (0, 2144)	0.09516497608458183
  (0, 2195)	0.12153461722970378
  (0, 2202)	0.17759810027193929
  (0, 2235)	0.10487272695054962"
PUMA Women's Axelion,4.4,19.0,Puma,Women,"  (0, 28)	0.17465552787236643
  (0, 106)	0.07927869418611402
  (0, 111)	0.12064217284305212
  (0, 348)	0.1052246635017802
  (0, 360)	0.05278813464965766
  (0, 369)	0.1606406083589931
  (0, 464)	0.12499694572462418
  (0, 630)	0.19925752198492963
  (0, 642)	0.23139452716914394
  (0, 655)	0.15866737873680795
  (0, 686)	0.19080438392102225
  (0, 707)	0.06776254320302608
  (0, 732)	0.13231804183117227
  (0, 849)	0.14678738351756085
  (0, 869)	0.16829434906789237
  (0, 915)	0.20960332683926905
  (0, 1004)	0.24174033202348338
  (0, 1079)	0.18709329198613914
  (0, 1156)	0.10741057192812883
  (0, 1182)	0.19277761354320744
  (0, 1205)	0.10461859084523542
  (0, 1314)	0.07401188622410268
  (0, 1399)	0.2635315323533583
  (0, 1427)	0.103429707807594
  (0, 1450)	0.24174033202348338
  (0, 1477)	0.20679253305658074
  (0, 1493)	0.1080545253077717
  (0, 1557)	0.07575569134492233
  (0, 1595)	0.07263236269799445
  (0, 1618)	0.17603962761108347
  (0, 1697)	0.0694235171694882
  (0, 1701)	0.17746632165505472
  (0, 1773)	0.11001192254911686
  (0, 1818)	0.18709329198613914
  (0, 1833)	0.0943933683683793
  (0, 1848)	0.1577113882079367
  (0, 1989)	0.09611530253521797
  (0, 2064)	0.09463547804652642
  (0, 2241)	0.306014342391912"
PUMA Women's Club 5v5,4.4,61.0,Puma,Women,"  (0, 106)	0.049840991719632764
  (0, 118)	0.2756517507795698
  (0, 279)	0.1154618517567211
  (0, 348)	0.0661527240847512
  (0, 360)	0.033186885946833354
  (0, 397)	0.08110630771093164
  (0, 464)	0.039291589000034155
  (0, 466)	0.09975113226804665
  (0, 479)	0.25352895411070686
  (0, 501)	0.1923853370924418
  (0, 505)	0.1805668028955163
  (0, 574)	0.1923853370924418
  (0, 706)	0.1923853370924418
  (0, 707)	0.0426010088757849
  (0, 724)	0.1485443510417234
  (0, 732)	0.04159290522484788
  (0, 819)	0.1603628852386489
  (0, 829)	0.04604484635598994
  (0, 849)	0.04614120377203905
  (0, 883)	0.12676447705535343
  (0, 1004)	0.15197750177870695
  (0, 1029)	0.17218141943557438
  (0, 1154)	0.11345084120437758
  (0, 1184)	0.21791528607236926
  (0, 1231)	0.09586487004508841
  (0, 1375)	0.1426951831867977
  (0, 1390)	0.1923853370924418
  (0, 1396)	0.3611336057910326
  (0, 1427)	0.06502426992932553
  (0, 1493)	0.06793180382727339
  (0, 1503)	0.11156966646497213
  (0, 1530)	0.260012984158364
  (0, 1557)	0.09525229505353444
  (0, 1595)	0.045662570820221376
  (0, 1596)	0.09686282154022775
  (0, 1661)	0.07208724512456159
  (0, 1697)	0.043645231293407215
  (0, 1718)	0.11318560504032685
  (0, 1761)	0.1603628852386489
  (0, 1773)	0.03458119093106734
  (0, 1800)	0.04855483785504466
  (0, 1827)	0.07428353743912391
  (0, 1833)	0.059343296954311814
  (0, 1930)	0.12676447705535343
  (0, 2143)	0.1923853370924418
  (0, 2144)	0.06376068729873349
  (0, 2194)	0.1923853370924418
  (0, 2202)	0.05949550665690158
  (0, 2218)	0.17218141943557438"
PUMA Women's Flexfocus Lite Better Knit Cross Training,4.4,35.0,Puma,Women,"  (0, 360)	0.34947089372742873
  (0, 498)	0.5923086059308571
  (0, 849)	0.24294246446784376
  (0, 1557)	0.2507609838361748
  (0, 1602)	0.5220447753440227
  (0, 1773)	0.3641534707474445"
PUMA Women's Foreverrun Nitro,3.7,95.0,Puma,Women,"  (0, 99)	0.1374240107441614
  (0, 147)	0.23085698804533666
  (0, 196)	0.20607912711499943
  (0, 473)	0.164261617848085
  (0, 701)	0.17867020165758285
  (0, 713)	0.23085698804533666
  (0, 725)	0.2615471594351252
  (0, 746)	0.225641960627662
  (0, 766)	0.08833624567162005
  (0, 829)	0.06994307986607155
  (0, 901)	0.15850331296326814
  (0, 1116)	0.10476566830767685
  (0, 1273)	0.25166713102784394
  (0, 1289)	0.1497165884511971
  (0, 1404)	0.2600548617281255
  (0, 1513)	0.18040675984098564
  (0, 1589)	0.14091215685707917
  (0, 1699)	0.2922373308249137
  (0, 1906)	0.2922373308249137
  (0, 1949)	0.2615471594351252
  (0, 2128)	0.2922373308249137
  (0, 2195)	0.1236914180510152
  (0, 2339)	0.2435945600313936"
PUMA Women's Graviton,4.4,49.0,Puma,Women,"  (0, 227)	0.17278404304774772
  (0, 360)	0.10839279370024754
  (0, 481)	0.13245200669902965
  (0, 668)	0.20958848235371177
  (0, 829)	0.07519430325611252
  (0, 999)	0.2948776249558676
  (0, 1050)	0.1385845514781535
  (0, 1130)	0.16704205712329395
  (0, 1309)	0.25454558860714954
  (0, 1404)	0.13978969880547662
  (0, 1435)	0.2375675842049668
  (0, 1549)	0.20701484062097988
  (0, 1685)	0.1885569001226073
  (0, 1692)	0.2948776249558676
  (0, 1693)	0.23303074560783618
  (0, 1717)	0.28118373483121006
  (0, 1735)	0.2215512443648784
  (0, 1956)	0.2948776249558676
  (0, 1965)	0.12796274509418132
  (0, 2020)	0.2705619284472379
  (0, 2091)	0.13569877238553268
  (0, 2148)	0.1868865260401024
  (0, 2265)	0.10051550103099247
  (0, 2362)	0.1692564460049937"
PUMA Women's Hypnotic Leather,4.6,52.0,Puma,Women Women,"  (0, 106)	0.15035297428093375
  (0, 348)	0.3991196194039772
  (0, 360)	0.20022663422497733
  (0, 481)	0.24466958173466002
  (0, 732)	0.12547135989425987
  (0, 829)	0.138901321203139
  (0, 969)	0.328687394369755
  (0, 1112)	0.2955838431711378
  (0, 1116)	0.20805617614395563
  (0, 1429)	0.3126559187890376
  (0, 1773)	0.1043194513445997
  (0, 1800)	0.14647309444203466
  (0, 2144)	0.192343864895146
  (0, 2235)	0.21196480526442502
  (0, 2284)	0.33386122052538014
  (0, 2294)	0.23292820952523732
  (0, 2340)	0.2582240012057185"
PUMA Women's Pacer 23,4.6,53.0,Puma,Women,"  (0, 106)	0.09092408487281685
  (0, 196)	0.24749278669826616
  (0, 348)	0.12068130451908014
  (0, 358)	0.17473557353511873
  (0, 360)	0.06054227916387459
  (0, 458)	0.1491425776147546
  (0, 581)	0.11410820969516629
  (0, 583)	0.15548035250251357
  (0, 707)	0.07771630565616743
  (0, 732)	0.07587723908152927
  (0, 1026)	0.1568438727184822
  (0, 1231)	0.08744233691549626
  (0, 1314)	0.08488362596941294
  (0, 1412)	0.1589570398483823
  (0, 1493)	0.12392684984078123
  (0, 1549)	0.23125430841094277
  (0, 1557)	0.08688358177638977
  (0, 1595)	0.1666029234780808
  (0, 1618)	0.201898406705755
  (0, 1637)	0.21651796173153584
  (0, 1661)	0.1315075516719972
  (0, 1693)	0.26031642829265395
  (0, 1697)	0.0796212630908043
  (0, 1773)	0.06308588635046963
  (0, 1800)	0.17715555191807766
  (0, 1827)	0.1355142108881323
  (0, 1833)	0.10825898086576792
  (0, 1933)	0.28435045466222036
  (0, 1960)	0.12392684984078123
  (0, 2144)	0.11631755194821984
  (0, 2177)	0.3294049886494932
  (0, 2235)	0.12818307077784657
  (0, 2266)	0.27725000634452945
  (0, 2332)	0.29254732068553896"
PUMA Women's Pulse Pro,4.4,54.0,Puma,Women,"  (0, 169)	0.3216532699542198
  (0, 360)	0.08210874867614423
  (0, 464)	0.09721259209009925
  (0, 515)	0.20730379780711392
  (0, 707)	0.10540053492020326
  (0, 829)	0.11392104469616263
  (0, 849)	0.2283188913959922
  (0, 1206)	0.2655681426749047
  (0, 1319)	0.47598678940847944
  (0, 1493)	0.1680722745878165
  (0, 1557)	0.11783339310452641
  (0, 1595)	0.11297524442006127
  (0, 1697)	0.21596815880367382
  (0, 1700)	0.3260252895721685
  (0, 1773)	0.08555844376690304
  (0, 1989)	0.14950153613444572
  (0, 2237)	0.47598678940847944"
PUMA Women's Riaze Prowl Cross Trainer,4.4,50.0,Puma,Women,"  (0, 9)	0.1522107327840787
  (0, 17)	0.13779093798617686
  (0, 69)	0.12183996135271667
  (0, 106)	0.04406011924631103
  (0, 111)	0.06704838640657095
  (0, 196)	0.11993039808737756
  (0, 324)	0.11993039808737756
  (0, 360)	0.05867532333451631
  (0, 383)	0.12390244680184777
  (0, 456)	0.23428202635871345
  (0, 464)	0.06946860553886681
  (0, 481)	0.07169908675721619
  (0, 515)	0.0740701664616867
  (0, 559)	0.34058565894474074
  (0, 564)	0.17007127268287803
  (0, 615)	0.13131524061721545
  (0, 630)	0.1107398434031999
  (0, 642)	0.1286003833019992
  (0, 644)	0.07376157220634728
  (0, 707)	0.03765987526168886
  (0, 708)	0.1234552893340635
  (0, 732)	0.07353739565681393
  (0, 766)	0.10281682824704352
  (0, 772)	0.1522107327840787
  (0, 809)	0.1596235265994464
  :	:
  (0, 1637)	0.05246028720665051
  (0, 1661)	0.06372611191592958
  (0, 1663)	0.17007127268287803
  (0, 1697)	0.038582982179362554
  (0, 1718)	0.05002881245918564
  (0, 1773)	0.06114049273630717
  (0, 1800)	0.04292314161629863
  (0, 1813)	0.126144496129838
  (0, 1827)	0.06566766439995157
  (0, 1833)	0.10492057441330102
  (0, 1848)	0.0876500633906764
  (0, 1853)	0.0922430412433038
  (0, 1863)	0.13779093798617686
  (0, 1981)	0.1615371463777629
  (0, 1989)	0.16025182053914488
  (0, 2064)	0.05259484266823272
  (0, 2127)	0.12390244680184777
  (0, 2144)	0.05636532076672823
  (0, 2202)	0.05259484266823272
  (0, 2235)	0.06211513035000842
  (0, 2248)	0.1071385537808304
  (0, 2265)	0.0544111773651141
  (0, 2283)	0.17007127268287803
  (0, 2324)	0.14176298670064708
  (0, 2345)	0.19118832163923363"
PUMA Women's Softride Harli Slip-on Cross Training,4.0,28.0,Puma,Women,"  (0, 259)	0.08837852365708028
  (0, 321)	0.1959786701991319
  (0, 348)	0.07179903885035531
  (0, 360)	0.07203895369044228
  (0, 381)	0.4176118968114564
  (0, 464)	0.0426452328930765
  (0, 572)	0.16122301506105283
  (0, 674)	0.1495896883855832
  (0, 769)	0.2088059484057282
  (0, 829)	0.049974899115823715
  (0, 931)	0.0963290970219058
  (0, 963)	0.16494919454276263
  (0, 1007)	0.2088059484057282
  (0, 1143)	0.14114853613255232
  (0, 1189)	0.2088059484057282
  (0, 1205)	0.07138549099222737
  (0, 1293)	0.15788983393323835
  (0, 1365)	0.17981821086472116
  (0, 1375)	0.30974920967008546
  (0, 1404)	0.09290565631602138
  (0, 1407)	0.1959786701991319
  (0, 1526)	0.15212191633616634
  (0, 1761)	0.17405029326764912
  (0, 1773)	0.11259836864633009
  (0, 1946)	0.17405029326764912
  (0, 2215)	0.1344179332877993
  (0, 2250)	0.4176118968114564
  (0, 2330)	0.1868775714742454"
PUMA Women's Softride Harmony Cross Training,4.5,66.0,Puma,Women,"  (0, 360)	0.06018126739182268
  (0, 369)	0.1831387956744239
  (0, 464)	0.1425031337769299
  (0, 466)	0.18088920946899506
  (0, 707)	0.07725288568569824
  (0, 708)	0.25324771492064435
  (0, 732)	0.15084957081838843
  (0, 764)	0.32744075670584266
  (0, 849)	0.1673453861524854
  (0, 1114)	0.12318787779870247
  (0, 1116)	0.12506911897615675
  (0, 1143)	0.1179153410730961
  (0, 1156)	0.12245373686371101
  (0, 1231)	0.08692092091599654
  (0, 1427)	0.1179153410730961
  (0, 1453)	0.2693710800075755
  (0, 1557)	0.08636549761681576
  (0, 1589)	0.168220750135314
  (0, 1595)	0.08280473765246407
  (0, 1603)	0.32744075670584266
  (0, 1773)	0.06270970712601061
  (0, 1800)	0.0880495893710045
  (0, 1861)	0.3488725465948979
  (0, 1965)	0.14209358234646158
  (0, 1981)	0.1656831125488384
  (0, 1989)	0.10957653193671615
  (0, 1991)	0.1991165456803083
  (0, 2126)	0.28265488153647944
  (0, 2235)	0.12741871901957683
  (0, 2263)	0.2221262825270559"
PUMA Women's St Miler,4.7,68.0,Puma,Women Women,"  (0, 106)	0.09215868644293732
  (0, 127)	0.17786544113183406
  (0, 169)	0.2403890276997046
  (0, 220)	0.0848944927223024
  (0, 245)	0.1669388870075052
  (0, 279)	0.10674760097096012
  (0, 333)	0.15918637348073106
  (0, 348)	0.18347994128710085
  (0, 360)	0.09204651764945679
  (0, 464)	0.03632613543153625
  (0, 466)	0.18444523280618647
  (0, 491)	0.1405073058296281
  (0, 526)	0.26898797833287263
  (0, 642)	0.13449398916643632
  (0, 674)	0.1274237449489511
  (0, 708)	0.06455655076564874
  (0, 732)	0.03845376444784562
  (0, 766)	0.10752880379766523
  (0, 864)	0.1669388870075052
  (0, 1116)	0.12752779911051498
  (0, 1143)	0.06011669407891332
  (0, 1156)	0.06243050116177876
  (0, 1169)	0.08244296720636048
  (0, 1182)	0.22409717796358467
